sha,filename,url,lines,title,comment,priority,category,additional,id,private
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/log.h,,77:6-77:13,描述VM的四种状态，仅仅是及状态,VMState 实现了一个状态栈机制，用于跟踪 V8 引擎在不同执行阶段的状态：\n\nJS - 执行 JavaScript 代码\nGC - 垃圾收集\nCOMPILER - 编译代码\nOTHER - 其他操作（如 API 调用、拦截器等）,0,Code Walkthrough,,250d1a7c-a093-4f72-be79-c4395ce0b554,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/log.h,,190:25-190:25,采样数据通过 Profiler 线程被写入到日志文件中,采样数,0,Code Walkthrough,,54a3b5cb-f23f-4d25-ac8c-11746a73ec06,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,105:0-105:38,半空间大小，也就是 From 和 To 的大小。2 *  semispace_size_ 是年轻代空间大小,,0,Code Walkthrough,,870affd7-dc29-4a41-b4c6-d4194e515fb8,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2497:2-2498:73,申请双倍的内存，里面找到对齐的地址作为新生代。,内存布局上：OldSpace 放前面（因为对齐要求在 NewSpace，并且 OldSpace 起始大小小，便于腾出对齐地址）。\n容量大小上：OldSpace 最终会比 NewSpace 大很多（几十倍甚至几百倍），因为所有长寿命对象+代码+Map 最终都晋升/常驻在老生代。,0,Code Walkthrough,,f6d9a97b-9f85-4186-98f2-d8a8f25c3c63,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2507:0-2508:0,old_space_start 是申请的地址起始。然后找到对齐的 young_generation_size_ 地址,在 old_space_start 的基础上，找到一个大于等于它的地址，并且保证这个地址是 young_generation_size_ 的整数倍。\n\n,0,Code Walkthrough,,8c089c37-f52c-4bc1-9eba-21a1763df172,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2510:24-2510:63,new_space 过后是  code_space_start，code_space_start + code_space_size,chunk 总大小是 young_generation_size_ * 2。 young_generation_size_ - old_space_size 自然是剩余的 code_space_size,0,Code Walkthrough,,470e035d-3cdf-4b29-9f82-86aea1706ab8,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2513:19-2513:69,initial_semispace_size_ 是起步规模，不用一开始用最大的空间,,0,Code Walkthrough,,6a3c2ee8-98d5-4a3d-a326-c68efda12462,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2519:19-2519:60,old_space_size 是实际起点大小,old_generation_size_ = 老生代允许的最大容量（总配额 / 上限）。\nold_space_size = 初始化阶段从初始 chunk 里切出来的那一块起步空间（实际起点大小）。\n老生代会从 old_space_size 起步，逐步扩展，最多扩到 old_generation_size_。\n,0,Code Walkthrough,,e0d0556a-9dd7-465b-92b3-d56f5aaf7695,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2530:19-2530:27,Map 是对象系统的类型元数据，生命周期长、访问频繁、GC 必须依赖它们，所以 V8 把 Map 单独放到 MapSpace，保证稳定性和效率。,,0,Code Walkthrough,,11c10212-40a0-45c8-92e8-e88fc38d8829,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2536:18-2536:34,典型应用场景：大数组、大字符串、大 TypedArray,,0,Code Walkthrough,,26ef3124-b48a-4208-8687-05b694d08331,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/heap.cc,,2543:9-2543:25,CreateApiObjects() 只是创建 neander_map_、message_listeners_ 和 debug_event_listeners_ 三个东西。,,0,Code Walkthrough,,af9566d7-58f9-4098-b028-eb7208d7a157,0
16eeebb54adbdb226185b94e7e8ad03f5fb639d3,/src/bootstrapper.cc,,1093:4-1093:18,合并 ObjectTemplate 创建的对像和传入的 global 对象,,0,Code Walkthrough,,0c9424f1-9ecc-417f-944a-1794121fb731,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/factory.cc,,119:24-119:33,从 Heap 中分配 Struct 所需的空间,,0,Code Walkthrough,,6fe413e8-3e93-4950-9731-73395b647b77,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/heap.cc,,2159:0-2159:11,定义 STRUCT_LIST 的 switch。找到访问 map 的函数，例如 Scirpt 类是 scirpt_map(),,0,Code Walkthrough,,d5ad1933-ca6a-4d77-b120-962d01263817,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/heap.h,,748:2-748:13,定义 STRUCT_LIST 的 Map 实例。提供对象的访问 Map 函数使用,,0,Code Walkthrough,,f8f41e23-b319-4b13-a774-b1365ad78292,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/heap.h,,566:2-566:13,定义 STRUCT_LIST 访问函数。例如 script 是 script_map,,0,Code Walkthrough,,382fa3c8-5192-4346-9fc5-4f4ef79a8fca,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/heap.cc,,1020:2-1020:31,初始化 STRUCT_LIST 声明的 Map。,,0,Code Walkthrough,,87432f1a-8868-4f10-91ea-38fac6de33b8,0
12841db942f1014a9c81a70b9390d683a12eae72,/src/objects.h,,2224:19-2224:32,这里的 kSource/kName是来自它的成员属性定义，刚好 6个,,0,Code Walkthrough,,ac49f846-9c07-4c4d-b39d-6d764c38b85b,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/parser.cc,,737:19-737:26,它是 ParserFactory,,0,Code Walkthrough,,ac4d9473-ac69-49e2-9718-6b4cc8f6c202,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/parser.cc,,541:27-541:35,类成员按照声明顺序调用构造函数。初始化列表的顺序不影响真正调用顺序。,\n类类型成员：如果有默认构造函数且你没指定，编译器会自动调用。\n内置类型成员（int/double/raw 指针…）：不会初始化，值是未定义的。\n顺序：先基类 → 再成员（按声明顺序）。\n初始化列表只是改变默认方式，否则类成员总会构造。\n\n\n\n构造时：Base → MemberA → MemberB → Derived\n析构时：~Derived → ~MemberB → ~MemberA → ~Base\n\n\n,0,Code Walkthrough,,c7fa5282-a46d-4bf2-9f57-ea7ba9012d4f,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.h,,123:25-123:37,NewTemporary 函数用于创建编译器内部使用的临时变量，主要用于存储中间计算结果和编译器状态,,0,Code Walkthrough,,cc7c1398-857c-417b-baf2-55a637160e26,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.h,,131:5-131:35,非法重声明的错误表达式确实是在运行时执行到该作用域时才报错，而不是在解析时立即报错。,,0,Code Walkthrough,,b036b7d5-6e16-4dd7-a383-30805f72ca35,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.h,,173:17-173:25,receiver 在函数作用域里对应 “函数调用时传入的 this 值”。,,0,Code Walkthrough,,6d584dbb-db45-4269-b9cb-5f0ae5ab9315,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.h,,235:6-235:24,JavaScript 的闭包访问必须高效，所以 V8 在编译期就算好，“往上几层就是我要的变量”，到运行时直接按偏移量取，几乎是 O(1)。,,0,Code Walkthrough,,8feab2b1-ba75-4334-ac2f-dde85a89ca7f,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.h,,232:7-232:29,这意味着闭包里访问自由变量时，不需要多级查找，可以直接定位到全局。,,0,Code Walkthrough,,f857cfe8-35f1-4fba-8b9b-75744cd4cfa3,0
b11081c55b36bc7f0b402f7ece1db1a03be4e939,/src/scopes.cc,,163:36-163:61,定义 this 变量，脚本本身也有这个变量,,0,Code Walkthrough,,d313ef30-dd9a-46ac-b327-43371703fc37,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,215:22-215:35,先增加未解析的变量，后解析。支持同名，每个Unresolved 的是一个变量代理位置。,,0,Code Walkthrough,,ba38e3b8-bd4d-48fd-b728-0c396fd8732f,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,225:12-225:28,unresolved_ 中移除 proxy,意味着这个代理 Proxy 已经找到目标 Variable，可以退役了，不再算“悬而未决”的引用。,0,Code Walkthrough,,2a7a469c-81c5-4a97-8694-3d18b74eacb0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,95:2-95:42,Proxy.scope_ = NULL 只表示“这个 Proxy 没有静态 owner，需要 runtime lookup”。,- Proxy 的 scope_ == NULL ≠ 我不知道父级是谁\n- 它只是编译时不能静态绑定变量\n- 建立 Context chain 的“上级是谁”靠的不是 Proxy.scope_，而是 Scope 对象本身的 parent 指针 (outer_scope_)，以及运行时调用点的 ExecutionContext\n\n换句话说：\n- Context 链是 scope 结构树决定的（词法作用域 + eval 调用点），不是某个 Proxy 的字段决定的。\n- Proxy.scope_ = NULL 只表示“这个 Proxy 没有静态 owner，需要 runtime lookup”。,0,Code Walkthrough,,6f91943e-cc49-4cda-9d6f-04f71bbb3924,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,246:12-246:26,Scope 之所以要保存声明 (Declaration)，是为了在解析和符号绑定过程中记录这一段代码里“显式声明了哪些名字”。,Scope 之所以要保存声明 (Declaration)，是为了在解析和符号绑定过程中记录这一段代码里“显式声明了哪些名字”。\n这是构建符号表（Variable 列表）的第一步，之后才能正确地进行变量解析、闭包捕获、上下文分配。\n,0,Code Walkthrough,,05428f73-0eb3-40d5-ac72-53c31b52b4e0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,251:12-251:35,记录“第一次发现非法重声明”的出处（AST 节点）,保存非法声明的 AST 节点，方便后续 Visitor 抛出 SyntaxError 并指明具体错误位置。记录下来，再统一处理：这样 Scope 只负责“发现”，Visitor 负责“报错”，分工明确，错误定位信息完整。\n,0,Code Walkthrough,,c6e9572e-86da-45db-91a3-909752c0dce0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,225:23-225:33,"比如遍历 Block, node->Accept --> Visit --> VisitBlock",,0,Code Walkthrough,,59e3e9dc-e747-49ee-8ffc-b4499cb3861e,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.h,,1208:15-1208:30,Visitor 调用 VisitStatements 访问内容。也就是说 Statements 支持这个 Vistor 访问它,,0,Code Walkthrough,,bfa7b32a-36b5-40a3-a729-06b623145c8b,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.cc,,49:4-49:25,语法节点调用Accept，然后调用例如 v->VisitExpressionStatement ,,0,Code Walkthrough,,3cfdcb2f-caea-4a4f-91d9-71e211cac2b0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,263:2-263:35,illegal_redecl 虽然是 Expression 抽象类，它可以调用虚函数 Accept。转发调用到底层子类,,0,Code Walkthrough,,dd2815f0-7a57-4b6e-931c-f7d5924df09b,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/ast.cc,,166:4-166:29,Visitor 子语句,,0,Code Walkthrough,,4944ca00-59e8-4a83-9772-48ace18fc489,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,268:12-268:32,Scope 里面的临时变量和本地变量收集到参数 locals 中,,0,Code Walkthrough,,3e0ae72b-93a3-46ea-8a36-19c5f498b457,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,288:0-292:50,语法：显式实例化模板。C++98 标准就已经规定了,强迫编译器“马上生成指定类型的模板函数版本”，而不是等到别的地方用到时再生成。这样可以保证函数的定义在链接阶段一定存在。,0,Code Walkthrough,,3ce9b159-f4c1-4a55-b8e6-2e8bea9aeb3e,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,296:0-296:31,说明这个函数只会在 最外层调用：全局作用域或 eval 作用域。,,0,Code Walkthrough,,ddd3ef29-ec9c-4692-944d-eaaba4757d35,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,642:4-642:35,外部 scope 调用了 eval,,0,Code Walkthrough,,8097fab1-d663-4a5a-9622-fffaef5f6d05,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,649:6-649:29,内部 scope 调用了 eval,,0,Code Walkthrough,,6bb6b00b-ba0a-4331-a0dc-7430a78dbc64,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,304:2-304:20,标记整个 scope 树的 eval 传递,“如果链里的任何函数调用了 eval，整个链（从树根到这个枝叶）不就都要用 Context 了”\n是的，就是这样！\n这就是为什么引擎看到 eval，就要尽量保守，把整个 scope 链的变量都放 Context，这样 运行时 scope chain 查找 eval 里提到的名字，一定能成功。,0,Code Walkthrough,,1dfa486d-bdfe-44e4-be74-d9eb6da7094a,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,602:8-602:38,变量解析保持动态决议,,0,Code Walkthrough,,8e5f4584-6b52-44f4-b4d1-567f1d39a755,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,577:6-577:26,变量在 With 语句中,,0,Code Walkthrough,,ff84a963-1069-482a-88ee-6c14ec8a2508,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,307:2-307:29,global_scope = NULL 表示 “这里我不静态兜底到 global，保留动态决议”。,,0,Code Walkthrough,,806c6942-2fed-431d-949b-6a61dd543460,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,316:12-316:24,当前 scope 或者子 scope 调用了 eval,,0,Code Walkthrough,,f42f6089-6217-48dd-8804-7ad5008b8e39,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,508:17-508:32,从当前 scope 向父作用域递归查找name的变量定义,是的，这个函数本质就是 从当前 scope 向父作用域递归查找变量定义：\n\n本作用域里有没有 → 有就返回。\n没有 → 看是不是函数自名 → 否 → 去 outer_scope。\n如果沿途遇到 eval/with 干的 scope → 就只能返回 NULL，让 runtime 查。\n如果 inner scope 在查 → 顺便打 closure 捕获标记。,0,Code Walkthrough,,f5ed6347-fe91-4f71-910d-e2506eadd794,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,575:34-575:47,解析变量指已知当前 scope 的 proxy->name()，找到父级的Scope 中 locals 的定义变量,,0,Code Walkthrough,,23ee665b-d99b-4b96-8802-a8bfca05f5bb,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,625:12-625:39,解析当前 scope 的  proxy，找到指向的变量,,0,Code Walkthrough,,c7e70b63-2084-476a-8e03-152d1cecdda8,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.h,,270:0-271:0,当前作用域解析不了的变量，要找父级 scope。或者运行时动态解析,,0,Code Walkthrough,,63d5a066-e4c7-4b85-b3ec-aa5793fc79c0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,630:11-630:11,解析当前 scope 未解析的变量,,0,Code Walkthrough,,f30a1582-9ff7-4872-9b77-5e0dc54e640f,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,535:8-535:17,function_ 就是“函数自己”的名字（function literal 的名字）。,,0,Code Walkthrough,,b475524e-1b35-47ed-a0ca-8fce41a9950f,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,309:2-309:29,unresolved_ 数组中的 proxy 绑定父级scope里的变量,,0,Code Walkthrough,,7b85d597-ec1f-4d91-8091-a0383730f092,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,312:2-312:30,var->rewrite_ 分配上 Slot,,0,Code Walkthrough,,6527ef15-76d8-435a-ab3e-397dc714188c,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,660:12-660:24,变量是否必须分配,Scope::MustAllocate(var) 的意义：\n\n检查一个变量是否必须在运行时拥有真实存储槽位（stack slot / context slot / global property），否则就可以优化掉。\n以下情况必须分配：\n被闭包捕获\neval 存在\nwith 存在\n是全局变量\n关键字 this\n一句话：\n👉 凡是 JS 语义上无法在编译期“完全静态确定”的变量，都必须在 MustAllocate 里被标记为 used，从而分配到 Context/Heap 或 Global。\n\n,0,Code Walkthrough,,c045b3ad-f09c-486a-acf3-29d32fc3d7ec,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,674:12-674:33,进一步判别它是不是必须放进 Context 对象 (heap)，而不是简单的 Stack slot (栈空间),,0,Code Walkthrough,,57449e15-b9e6-4ea9-a264-cb8ac79deba0,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,326:12-326:29, trivial context = 说明 scope 不需要真实的堆上的 context 对象，访问变量靠 stack/global 就够了。,沿着当前 scope → 外层 scope链 一直向上看：\n如果遇到 eval scope → 非 trivial\n如果遇到 with scope → 非 trivial\n如果该作用域本身有 heap slots（即 Context 变量） → 非 trivial\n如果以上都没有 → trivial。,0,Code Walkthrough,,3e761b6f-e8b5-4209-8c9b-e6e48f44c6dd,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,321:12-321:33,外部有 eval ⇒ 内层函数不能 lazy compile，,你之前问到的 AllowsLazyCompilation 的设计点就是：\n\n如果 outer 有 eval → inner 不允许 lazy compile，必须 eager compile。\n原因：\n懒编译意味着 inner 在第一次调用时才做完整解析 → 但那个时候，outer 已经可能执行过部分代码（包括 eval 插入过名字），这会导致 inner 的变量解析逻辑和 outer 的环境在时间上不同步 💥。\neager compile 的好处：在 outer 创建 inner 的那一刻，inner 就绑定好“outer 的 Context 环境引用”，保证后续运行时 eval 才能注入并被 runtime lookup 看见。,0,Code Walkthrough,,a3bc338f-c7ce-43aa-8309-06266ae2a07a,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,350:11-350:29,计算父级 Scope，只有 Scope 有 num_heap_slots 才计数为链长度,,0,Code Walkthrough,,44fc93b6-c5ff-4034-a117-d10c9ef87f23,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,340:12-340:34,outer_scope 是否全部都是 trivial context,,0,Code Walkthrough,,468e1b41-142e-4603-89e7-681249046eba,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,479:17-479:25,nonlocals_ = 作用域内“编译期不能静态绑定的标识符引用”集合,nonlocals_ = 作用域内“编译期不能静态绑定的标识符引用”集合。\n来自三大场景：\nwith → 属性遮蔽，无法确定绑定\neval → 动态插入/修改名字\n未解析（全局） → 留给 runtime global lookup\n编译器在生成代码时，对这些变量一律走 runtime lookup，而不是绑定静态 slot。,0,Code Walkthrough,,211018d3-64ff-4c00-85a9-687d90ac565d,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,689:12-689:33,"检查当前函数作用域的形参列表里有没有名字叫 """"arguments"""" 的参数。","Scope::HasArgumentsParameter() 的作用就是 ——\n\n检查当前函数作用域的形参列表里有没有名字叫 """"arguments"""" 的参数。\n如果有 → arguments 在这个函数体里只是一个普通变量，不再自动创建默认的魔法 arguments 对象。\n如果没有 → 按规范",0,Code Walkthrough,,f8566dff-6c75-4b30-955a-d2b06dc40d8d,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,698:12-698:29,给变量分配在函数栈帧的局部槽，最快。,,0,Code Walkthrough,,1733ac27-100f-45e4-98fe-9d3323b040b1,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,703:12-703:28,给变量分配在堆上的 Context 对象，能跨函数作用域共享，但访问慢。,,0,Code Walkthrough,,52aef575-2e10-4f6a-96ec-cb90d447a6c7,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,772:8-775:36,把形参 var 的访问点，改写成访问隐藏变量 .arguments 的第 i 个属性。这样以后所有读写参数其实都翻译成对 .arguments[i] 的读写，从而保证 arguments 对象和形参变量始终保持一致。,,0,Code Walkthrough,,0b17cbdb-c8cf-413c-933e-8a92b8edd162,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,174:4-174:13,this 指向 var,,0,Code Walkthrough,,ca6fceba-042a-40fe-af43-fba33935bb2a,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,181:4-181:11,在 locals_ 声明 arguments 特殊变量，,,0,Code Walkthrough,,25c7fc82-3f9a-499b-9fad-ea73a8b96e52,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,192:17-192:35,函数在它的 函数体内部要能引用自己的名字。,,0,Code Walkthrough,,c98c9372-cf7d-486a-bcca-74a59003f3db,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,208:12-208:24,函数 Scope 添加参数。locals_ 有这个 var，然后也加到 params_,,0,Code Walkthrough,,a15ffae5-2863-4859-ad1b-e08dcd80bfcc,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,237:22-237:34,temps_ 增加临时变量,,0,Code Walkthrough,,e5b81e8a-565c-4fda-8a4f-ed284fa404c9,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/scopes.cc,,39:35-39:35,Allocator 默认调用 free 和 malloc 。这里重写调用 Zone::New,,0,Code Walkthrough,,f08abe45-dc1f-4daf-be1e-6392bff52d7a,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/zone.h,,54:14-54:23,一次释放所有申请的内存,,0,Code Walkthrough,,39507e6c-786a-4d5b-a489-e5768c0414dc,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/zone.cc,,63:0-64:0,Segment 不光包含两个头信息字段，它剩下的“身体”就是用户请求的那一大快内存区。,,0,Code Walkthrough,,c8a93dce-1525-4c2d-9d77-3d739d0ba038,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,41:7-41:17,编译器为了更合理评估热度，调用时可能给权重,,0,Code Walkthrough,,b0edcb4c-5851-4f3e-b870-faa2521fb5d8,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,134:14-134:22,把源代码里写的“名字引用”节点 (VariableProxy) 替换成更精确、更低层的节点（Slot 或 Property）。,,0,Code Walkthrough,,74904752-bff5-4ebd-88bb-84865b860ccb,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,118:2-119:20,只有作用域管理器 (Scope) 和 VariableProxy 等“受信任的类” 才能 new Variable,friend 类才可以创建变量,0,Code Walkthrough,,8dbdae4d-f6ad-401c-95da-c805f613eb8f,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,129:11-129:20,表示 变量本身的值 被读/写的次数。,,0,Code Walkthrough,,9e5f97c0-7fd8-4e03-b66e-fa3b2c4ac569,0
c6c642a9cc0ee8e3172030960a0cb840bd8aa364,/src/variables.h,,130:11-130:20,表示 变量作为“对象/函数本身” 被当作目标使用的次数。,function f() {}\nvar g = f;\n\ng();         // 调用 → obj_uses_++\ng.x = 42;    // 当对象添加属性 → obj_uses_++,0,Code Walkthrough,,78439bb6-1d79-45fa-984f-d01333ca77a2,0
